,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,date
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-28
296,0.82951224,0.83318096,0.8405975,0.8540457,0.8589041,0.8653008,0.862733,0.8621757,0.85806924,0.8684262,0.86552763,0.8304904,0.8544814,0.8501902,0.8699015,0.86969554,0.8663849,0.857686,0.8491624,0.85688174,0.86840916,0.87558603,0.83858037,0.83873314,0.8738947,0.87746924,0.878632,0.8723113,0.85212445,0.8368094,0.8428509,0.8674145,0.8688073,0.82979375,0.8479201,0.8760567,0.8793507,0.8816485,0.85900986,0.7995295,0.8455114,0.8833108,0.8758848,0.8758848,0.8559112,0.8717515,0.87101734,0.87388384,0.80473715,0.7781449,0.80783963,0.8731313,0.8813754,0.8813754,0.8820857,0.86922485,0.8737744,0.87169737,0.8399413,0.7953665,0.8304464,0.86569405,0.8743031,0.87485194,0.87485194,0.8708171,0.87407154,0.8639408,0.8585358,0.79011524,0.8203394,0.85630184,0.8681961,0.8725172,0.8725172,0.8704146,0.85622615,0.8585023,0.8468793,0.843494,0.7979792,0.8428119,0.85589576,0.8652967,0.8696154,0.8696154,0.8567169,0.8424005,0.8402892,0.842824,0.84224147,0.8363668,0.8302647,0.8409303,0.830104,0.830104,0.8598637,0.858804,0.85214406,0.8319605,0.8392736,0.8497689,0.84757257,0.8221193,0.8195494,0.8291057,0.8291057,0.8459357,0.8411076,0.8420086,0.82407004,0.84115934,0.8413159,0.821206,0.81862617,0.82149786,0.8267189,0.8267189,0.8339552,0.83494776,0.83382374,2018-09-04
297,0.82951224,0.83318096,0.8405975,0.8540457,0.8589041,0.8653008,0.862733,0.8621757,0.85806924,0.8684262,0.86552763,0.8304904,0.8544814,0.8501902,0.8699015,0.86969554,0.8663849,0.857686,0.8491624,0.85688174,0.86840916,0.87558603,0.83858037,0.83873314,0.8738947,0.87746924,0.878632,0.8723113,0.85212445,0.8368094,0.8428509,0.8674145,0.8688073,0.82979375,0.8479201,0.8760567,0.8793507,0.8816485,0.85900986,0.7995295,0.8455114,0.8833108,0.8758848,0.8758848,0.8559112,0.8717515,0.87101734,0.87388384,0.80473715,0.7781449,0.80783963,0.8731313,0.8813754,0.8813754,0.8820857,0.86922485,0.8737744,0.87169737,0.8399413,0.7953665,0.8304464,0.86569405,0.8743031,0.87485194,0.87485194,0.8708171,0.87407154,0.8639408,0.8585358,0.79011524,0.8203394,0.85630184,0.8681961,0.8725172,0.8725172,0.8704146,0.85622615,0.8585023,0.8468793,0.843494,0.7979792,0.8428119,0.85589576,0.8652967,0.8696154,0.8696154,0.8567169,0.8424005,0.8402892,0.842824,0.84224147,0.8363668,0.8302647,0.8409303,0.830104,0.830104,0.8598637,0.858804,0.85214406,0.8319605,0.8392736,0.8497689,0.84757257,0.8221193,0.8195494,0.8291057,0.8291057,0.8459357,0.8411076,0.8420086,0.82407004,0.84115934,0.8413159,0.821206,0.81862617,0.82149786,0.8267189,0.8267189,0.8339552,0.83494776,0.83382374,2018-09-11
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-18
299,0.85946083,0.85801,0.86398077,0.88002694,0.8843359,0.88592565,0.8919175,0.8888407,0.88509786,0.8924639,0.89086694,0.86354035,0.876088,0.8775366,0.88867646,0.88940984,0.8884117,0.8798243,0.8743412,0.8762387,0.88728964,0.8961792,0.8449827,0.87693113,0.88935995,0.89152515,0.89602697,0.8943226,0.8745508,0.8575467,0.86955065,0.8879314,0.8908595,0.8386733,0.86789787,0.8937479,0.89382285,0.8961436,0.879623,0.8295139,0.85362524,0.9051393,0.8962902,0.8962902,0.87446964,0.88553345,0.88732827,0.894317,0.80586594,0.7865235,0.84103465,0.88951945,0.9025355,0.9025355,0.8978725,0.8876772,0.8917676,0.88645154,0.8655656,0.79847205,0.8519338,0.8836374,0.8905919,0.8954132,0.8954132,0.8867462,0.88409114,0.8853381,0.8716813,0.8242867,0.80828166,0.877261,0.8827352,0.88715845,0.88715845,0.8884609,0.8830965,0.8748194,0.86342347,0.85304683,0.8276235,0.86107236,0.8797557,0.8778957,0.8811349,0.8811349,0.88540965,0.87528497,0.85509807,0.86347157,0.8608365,0.8555312,0.85304546,0.8778553,0.8784119,0.8784119,0.8910349,0.8916064,0.8777589,0.8494545,0.86295474,0.86488426,0.8827248,0.8717056,0.85499007,0.8555717,0.8555717,0.8792211,0.8782299,0.8717014,0.84511507,0.8623824,0.86754435,0.8835235,0.8609245,0.8404546,0.8430565,0.8430565,0.8543851,0.8605908,0.86361676,2018-09-25
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-02
301,0.780339,0.7706272,0.77807504,0.8229817,0.86059695,0.84366274,0.8415743,0.8322273,0.8249025,0.8374301,0.837726,0.81510663,0.8263068,0.80088633,0.8181262,0.84637636,0.84903115,0.84281737,0.8416059,0.83862716,0.846579,0.85239893,0.82160187,0.8569891,0.83257884,0.8407128,0.8449999,0.8539341,0.8401319,0.8384318,0.8373875,0.8536341,0.8578968,0.81732166,0.9079431,0.85880274,0.85502535,0.8470285,0.8443955,0.80676955,0.7989271,0.8578061,0.8542684,0.8542684,0.83694047,0.8697738,0.84439427,0.8503534,0.7827597,0.7549986,0.7772405,0.81795096,0.83220625,0.83220625,0.8401708,0.8407249,0.8406643,0.83318007,0.81366235,0.7606834,0.8004619,0.8212253,0.8383193,0.8355179,0.8355179,0.83063775,0.840363,0.8279528,0.824571,0.8050492,0.76190567,0.8393999,0.83464926,0.8519876,0.8519876,0.84899014,0.8178868,0.8244944,0.8136432,0.8096717,0.8045284,0.81518,0.8347326,0.8330246,0.8367383,0.8367383,0.8150886,0.78670967,0.7994809,0.8073281,0.8059769,0.81104845,0.80227727,0.78417104,0.7884336,0.7884336,0.81255347,0.8041885,0.8059345,0.78625685,0.8075053,0.8068338,0.79879147,0.7455119,0.75548494,0.7748347,0.7748347,0.81012684,0.8043709,0.81274295,0.7994793,0.8109049,0.79836583,0.74971294,0.7480655,0.76550597,0.78064513,0.78064513,0.80016255,0.79846126,0.8173518,2018-10-09
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-16
303,0.2511784,0.2508906,0.2792991,0.3086261,0.28790516,0.27483034,0.271748,0.26521,0.26957202,0.29383442,0.3079662,0.2941396,0.28492084,0.2933211,0.32541585,0.3189654,0.30001852,0.2795875,0.26923323,0.2778699,0.30045334,0.32540578,0.34817496,0.33384097,0.3262169,0.3443313,0.328695,0.30702943,0.2802028,0.2782101,0.29971358,0.31620258,0.32753438,0.3708229,0.36014476,0.36602852,0.3661492,0.3429905,0.30872446,0.2849824,0.2917487,0.2985707,0.31781578,0.31781578,0.39375797,0.39811924,0.38548717,0.36299494,0.35838488,0.3343799,0.31692368,0.32124385,0.31868145,0.31868145,0.3096021,0.41905323,0.3992365,0.36954373,0.36955112,0.36003292,0.3402251,0.3412614,0.3359315,0.32858652,0.32858652,0.30527255,0.4342008,0.38285935,0.36113647,0.3571741,0.35178667,0.35671914,0.35915652,0.34344453,0.34344453,0.3219523,0.29587385,0.46155858,0.4094041,0.38134366,0.37475103,0.37936696,0.37339166,0.36199477,0.32547072,0.32547072,0.27963135,0.26633784,0.4700805,0.43568623,0.41505265,0.40481338,0.41193235,0.4082461,0.37950525,0.37950525,0.3422761,0.28840584,0.28246292,0.47187418,0.44794062,0.4247631,0.41103166,0.4051452,0.39984807,0.38867766,0.38867766,0.37226093,0.34033373,0.3260828,0.4814116,0.44949636,0.42592412,0.4336194,0.43147054,0.41676044,0.3982773,0.3982773,0.37810996,0.3721058,0.37725005,2018-10-23
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-30
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-06
306,0.5480937,0.5263253,0.5136217,0.5324063,0.5593605,0.55270237,0.53759724,0.52556914,0.51953787,0.5094843,0.52669114,0.5111856,0.479802,0.47678372,0.506938,0.5344848,0.54870105,0.54360014,0.54269814,0.542942,0.5332744,0.541095,0.49812207,0.47443163,0.44604206,0.47721022,0.5238996,0.5717239,0.56512696,0.56028956,0.5588702,0.5494184,0.5607391,0.47419938,0.45671362,0.42199087,0.46127012,0.52458084,0.61369944,0.5735431,0.56862986,0.57685745,0.5550519,0.5550519,0.47698897,0.47318506,0.46824774,0.49183357,0.52720654,0.55351245,0.55894417,0.5974313,0.58093405,0.58093405,0.52379304,0.49353373,0.5394837,0.5704032,0.56674826,0.55149806,0.5846612,0.5929318,0.5617445,0.58138275,0.58138275,0.5162039,0.5497769,0.5364797,0.5479309,0.5441696,0.5348878,0.57532716,0.5828856,0.55467284,0.55467284,0.5622255,0.52213913,0.5677659,0.53626597,0.5262163,0.51532316,0.508787,0.5417369,0.53431326,0.5133967,0.5133967,0.5218257,0.52339214,0.55270314,0.55618393,0.5173792,0.4869443,0.47358662,0.48727345,0.4716629,0.4716629,0.45433432,0.50536996,0.5102435,0.5183234,0.5295121,0.5134616,0.4763008,0.45755154,0.43634892,0.4608281,0.4608281,0.4700925,0.50875854,0.5115155,0.49509203,0.4858909,0.5062394,0.47643927,0.4640867,0.45253062,0.45601332,0.45601332,0.47586128,0.51539326,0.53176546,2018-11-13
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-20
308,0.31879792,0.3228617,0.32429904,0.32350615,0.33070692,0.32973418,0.32076177,0.32041737,0.32046953,0.3303577,0.33780068,0.31889537,0.3217459,0.32109872,0.3288078,0.33718,0.3314745,0.32222974,0.32967162,0.33213347,0.33795008,0.34677726,0.32716691,0.32751706,0.32873532,0.33593833,0.33574286,0.3470807,0.34883362,0.3489433,0.34409243,0.34521696,0.35466915,0.33289108,0.3365889,0.3356376,0.34526265,0.3623152,0.37412894,0.36021787,0.3601986,0.36696738,0.37610948,0.37610948,0.3342945,0.33625534,0.34553802,0.3531935,0.35533705,0.35215312,0.36882657,0.36689222,0.3798704,0.3798704,0.37776875,0.3199578,0.3211684,0.33055794,0.34228006,0.34465235,0.35672033,0.38028908,0.3667841,0.3843388,0.3843388,0.39319128,0.33536717,0.34764513,0.3450648,0.35393983,0.35012525,0.35954675,0.35495675,0.33951887,0.33951887,0.36151895,0.3862535,0.3726651,0.3946247,0.36276343,0.34117845,0.33599064,0.33619383,0.32088092,0.31523812,0.31523812,0.34868366,0.37983036,0.39876887,0.45176765,0.3890971,0.35326344,0.3274537,0.31656292,0.3160221,0.3160221,0.31880653,0.34648383,0.38523746,0.36743462,0.39780492,0.3754581,0.37363103,0.3510236,0.33698705,0.32225093,0.32225093,0.32344493,0.34213144,0.36400053,0.35193774,0.35046065,0.3568223,0.3843275,0.4000813,0.37401542,0.3473467,0.3473467,0.32578805,0.33074751,0.33571514,2018-11-27
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-04
310,0.0066750385,0.008526999,0.006557566,0.009904108,0.016043715,0.018904291,0.019513028,0.018262703,0.018122664,0.020939276,0.027110465,0.0066826628,0.007438728,0.009151726,0.010486826,0.013891343,0.01634601,0.017908962,0.019943552,0.019715553,0.02111579,0.026220018,0.0053884834,0.008635037,0.009958004,0.009614498,0.015298744,0.0148931295,0.016595434,0.01817322,0.019446569,0.019547716,0.016902747,0.006698632,0.010583327,0.011078454,0.014205808,0.017630577,0.016323922,0.013560777,0.013615038,0.016759139,0.019019695,0.019019695,0.0074144793,0.013577189,0.015002549,0.014053441,0.01518179,0.015841946,0.015626097,0.015610177,0.013982988,0.013982988,0.01751209,0.004996447,0.01281627,0.014349492,0.017091919,0.016166022,0.013463668,0.017621683,0.014144049,0.014121523,0.014121523,0.016177952,0.002752381,0.0110477405,0.0151349995,0.013930795,0.014304422,0.010867479,0.014960491,0.01896588,0.01896588,0.015103449,0.016236072,0.0044750697,0.0068552583,0.0108142095,0.01152907,0.011956498,0.010433372,0.013004682,0.01481327,0.01481327,0.01608697,0.017685765,0.005740905,0.0053846356,0.008473821,0.010995337,0.008062858,0.009116152,0.010680028,0.010680028,0.009861762,0.011466958,0.015515824,0.0045803874,0.008477687,0.0080858655,0.010258769,0.0067255376,0.0095706545,0.01018519,0.01018519,0.010910273,0.010753864,0.011754581,0.007402594,0.009262867,0.009352163,0.009808687,0.008663292,0.008776419,0.008608507,0.008608507,0.009957312,0.009482487,0.0100627355,2018-12-11
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-18
312,0.5296639,0.5173949,0.4933833,0.5253988,0.51939154,0.538504,0.5354812,0.50941217,0.5199587,0.54035616,0.5391758,0.5522513,0.49270257,0.52165985,0.5461072,0.5388012,0.54687715,0.53750306,0.5278261,0.5190531,0.52101195,0.52245206,0.55577683,0.5357134,0.52806956,0.52486485,0.51947147,0.51396465,0.51223725,0.5185221,0.5067606,0.48186934,0.48969644,0.5598697,0.53124136,0.52638054,0.5186201,0.5130017,0.49576542,0.4769276,0.47823402,0.5151529,0.5074354,0.5074354,0.53463954,0.5243748,0.51009285,0.50989944,0.49050382,0.47830886,0.46816206,0.5138551,0.52771705,0.52771705,0.49757153,0.5047651,0.51835495,0.50823945,0.5066325,0.5134544,0.49303463,0.49605373,0.5146293,0.3077671,0.3077671,0.39097318,0.5319654,0.5152715,0.5053527,0.5323076,0.52134657,0.5161555,0.46907791,0.34730852,0.34730852,0.41907954,0.44272444,0.5229891,0.5261622,0.50137484,0.5803701,0.54240936,0.5117763,0.42152232,0.37485313,0.37485313,0.275909,0.48901573,0.54110605,0.54307896,0.53969276,0.52077293,0.6678775,0.6262434,0.58536106,0.58536106,0.55299157,0.6317195,0.62916404,0.55314493,0.54575825,0.42012697,0.46082506,0.6544885,0.62684405,0.6246686,0.6246686,0.5859386,0.6229822,0.58240116,0.53128433,0.5038866,0.4166938,0.50517285,0.579934,0.5658329,0.5629478,0.5629478,0.57691264,0.6615526,0.51398486,2018-12-25
313,0.5296639,0.5173949,0.4933833,0.5253988,0.51939154,0.538504,0.5354812,0.50941217,0.5199587,0.54035616,0.5391758,0.5522513,0.49270257,0.52165985,0.5461072,0.5388012,0.54687715,0.53750306,0.5278261,0.5190531,0.52101195,0.52245206,0.55577683,0.5357134,0.52806956,0.52486485,0.51947147,0.51396465,0.51223725,0.5185221,0.5067606,0.48186934,0.48969644,0.5598697,0.53124136,0.52638054,0.5186201,0.5130017,0.49576542,0.4769276,0.47823402,0.5151529,0.5074354,0.5074354,0.53463954,0.5243748,0.51009285,0.50989944,0.49050382,0.47830886,0.46816206,0.5138551,0.52771705,0.52771705,0.49757153,0.5047651,0.51835495,0.50823945,0.5066325,0.5134544,0.49303463,0.49605373,0.5146293,0.3077671,0.3077671,0.39097318,0.5319654,0.5152715,0.5053527,0.5323076,0.52134657,0.5161555,0.46907791,0.34730852,0.34730852,0.41907954,0.44272444,0.5229891,0.5261622,0.50137484,0.5803701,0.54240936,0.5117763,0.42152232,0.37485313,0.37485313,0.275909,0.48901573,0.54110605,0.54307896,0.53969276,0.52077293,0.6678775,0.6262434,0.58536106,0.58536106,0.55299157,0.6317195,0.62916404,0.55314493,0.54575825,0.42012697,0.46082506,0.6544885,0.62684405,0.6246686,0.6246686,0.5859386,0.6229822,0.58240116,0.53128433,0.5038866,0.4166938,0.50517285,0.579934,0.5658329,0.5629478,0.5629478,0.57691264,0.6615526,0.51398486,2019-01-01
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-08
315,0.012539695,0.0077992063,0.0021281587,-0.0032929762,-0.008499638,-0.009263764,-0.010566689,-0.014293555,-0.015693255,-0.009735019,-0.0051999236,0.012845295,0.013107057,0.007382383,0.0056660348,0.0008985924,-0.0045285616,-0.007893037,-0.009751278,-0.013104971,-0.014226311,-0.010808188,0.021907734,0.017290147,0.0102662565,0.0069488054,0.003945951,-0.000732703,-0.0033639523,-0.006072572,-0.008233584,-0.011558344,-0.0058703595,0.01902661,0.018058265,0.013869779,0.01056874,0.00929642,0.0035717916,-0.0012913437,0.00176675,-0.0009995871,-0.0022641125,-0.0022641125,0.030668603,0.026819933,0.018896522,0.016933503,0.012304649,0.009951806,0.005331734,-0.0043371147,-0.0022963858,-0.0022963858,-0.002513716,0.035232816,0.028684072,0.025696594,0.024192745,0.017101917,0.013709591,0.009985238,0.0052696867,-0.00027849045,-0.00027849045,-0.004541063,0.08368848,0.045808658,0.031387202,0.027152728,0.017900659,0.012128206,0.011882298,0.0073437835,0.0073437835,0.0019851984,-0.0023487145,0.083334245,0.05772942,0.03410995,0.024329156,0.018637119,0.009976645,0.013773071,0.012185179,0.012185179,0.008867453,0.002191456,0.071803324,0.062095035,0.041821267,0.029437726,0.024378428,0.022310715,0.01492662,0.01492662,0.01162289,0.011428545,0.0056908056,0.10140704,0.07193868,0.058439087,0.041623335,0.02917863,0.024009937,0.02187805,0.02187805,0.014345717,0.0119730765,0.010054718,0.13145222,0.09107454,0.07944448,0.06282704,0.032911673,0.023818573,0.022765093,0.022765093,0.016671874,0.011866502,0.01241173,2019-01-15
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-22
317,-0.03836434,-0.038440477,-0.03914336,-0.038282756,-0.03857312,-0.03799364,-0.03750136,-0.038436588,-0.038910653,-0.038320076,-0.038502898,-0.038817555,-0.03939021,-0.039092384,-0.039075796,-0.038996257,-0.038994193,-0.03849051,-0.037858475,-0.038750276,-0.03876141,-0.038582098,-0.03816983,-0.038844563,-0.03863991,-0.038253352,-0.03866041,-0.039030366,-0.03859502,-0.03889464,-0.038799543,-0.038909916,-0.039127905,-0.03829368,-0.039424103,-0.039321158,-0.038268648,-0.038407277,-0.039383173,-0.038401786,-0.03846374,-0.03892668,-0.038893264,-0.038893264,-0.038502865,-0.03910641,-0.038898014,-0.039258245,-0.03842915,-0.039043862,-0.039459042,-0.039849654,-0.039715815,-0.039715815,-0.039702263,-0.0383969,-0.03962188,-0.038482513,-0.038997807,-0.037667084,-0.039016854,-0.038735695,-0.039845556,-0.03924971,-0.03924971,-0.03892438,-0.039513618,-0.038175717,-0.03894311,-0.038743094,-0.037806295,-0.03811307,-0.039988413,-0.03752962,-0.03752962,-0.038221024,-0.038242374,-0.039288145,-0.03873969,-0.03861686,-0.038272604,-0.03857794,-0.038310926,-0.039283495,-0.038601864,-0.038601864,-0.038155876,-0.038718726,-0.039601386,-0.039000433,-0.038792446,-0.03893441,-0.038143497,-0.039685626,-0.039006922,-0.039006922,-0.039564937,-0.038251262,-0.03776112,-0.03831319,-0.038707696,-0.038554557,-0.039041206,-0.038917337,-0.03951341,-0.037718575,-0.037718575,-0.03759679,-0.03832056,-0.037377845,-0.038874745,-0.039197285,-0.038072687,-0.03915673,-0.037551165,-0.03894138,-0.038456835,-0.038456835,-0.03911327,-0.039152127,-0.0381716,2019-01-29
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-05
319,0.49483284,0.4907092,0.51942146,0.5286734,0.5399397,0.5374342,0.5326033,0.51828945,0.5117224,0.50263155,0.48373154,0.5192439,0.51928127,0.51673394,0.49694443,0.48720866,0.48057812,0.48182157,0.4852073,0.49097311,0.46107277,0.46252927,0.5029089,0.48694775,0.47333556,0.458148,0.45711082,0.4514953,0.44359738,0.44772667,0.43714714,0.43764475,0.45111498,0.4855481,0.4708591,0.45736304,0.45218533,0.44722778,0.43131,0.4011386,0.4143445,0.45760694,0.47235695,0.47235695,0.465103,0.461902,0.44337222,0.45200068,0.42604446,0.4139284,0.40789202,0.458041,0.46557078,0.46557078,0.4860322,0.4450832,0.45517093,0.4491526,0.44548118,0.43507317,0.4328277,0.45309713,0.46060675,0.4648132,0.4648132,0.4986655,0.48090875,0.4550398,0.44427064,0.4602343,0.44852173,0.46824625,0.48488125,0.48452052,0.48452052,0.50047266,0.5128082,0.46969342,0.4861838,0.48692924,0.48916993,0.49108028,0.50961065,0.517761,0.5692358,0.5692358,0.53226876,0.57111573,0.5026154,0.53672904,0.56014717,0.54207563,0.5287494,0.52020985,0.5215777,0.5215777,0.47952873,0.56823206,0.55819595,0.5437965,0.5367006,0.5601481,0.49835256,0.48175794,0.5178284,0.5145237,0.5145237,0.5328134,0.56530124,0.56101674,0.49996793,0.5080662,0.4841699,0.49543306,0.518316,0.49293268,0.49915484,0.49915484,0.52290404,0.5551335,0.5510333,2019-02-12
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-19
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-26
322,0.48593915,0.47045833,0.45822528,0.45601445,0.45746362,0.4518852,0.45702037,0.43856248,0.4484552,0.42778218,0.42867458,0.4578429,0.45679963,0.4455508,0.43175584,0.42746165,0.42649123,0.42967576,0.4431604,0.43170542,0.4111057,0.41862884,0.4335565,0.44021198,0.4145479,0.41741982,0.41168404,0.4110485,0.40110213,0.39976773,0.38802195,0.39670813,0.40307984,0.44738817,0.42568463,0.41192353,0.40515694,0.40198037,0.39271933,0.37403327,0.37644988,0.4094723,0.41658917,0.41658917,0.41796014,0.4097647,0.40688145,0.40777475,0.40014997,0.36400622,0.38322353,0.40690568,0.41831064,0.41831064,0.42784157,0.40967074,0.41326883,0.40352067,0.40266293,0.39185905,0.3881601,0.40454084,0.40889937,0.41880792,0.41880792,0.4392526,0.42110273,0.413965,0.40373054,0.42185017,0.4078497,0.4206296,0.43194363,0.4375766,0.4375766,0.44046694,0.44842938,0.42440107,0.4338962,0.4409809,0.43628377,0.44424662,0.44726902,0.46738183,0.45036367,0.45036367,0.45258218,0.48133543,0.44162744,0.46846244,0.49440947,0.47087997,0.4596308,0.45410362,0.48644686,0.48644686,0.46923605,0.47767994,0.5026776,0.44969043,0.46716258,0.48729768,0.4321934,0.4324073,0.4405461,0.46296084,0.46296084,0.46688217,0.48222172,0.49052602,0.42303672,0.4465024,0.44318146,0.40973985,0.4272576,0.4438364,0.45911342,0.45911342,0.45706916,0.47133338,0.48000228,2019-03-05
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-12
324,0.58635795,0.5837784,0.5684183,0.5557981,0.5239249,0.5205333,0.5259477,0.5162465,0.5143094,0.48453435,0.48272815,0.5468445,0.5534993,0.5205764,0.49483263,0.49276155,0.47858828,0.47892934,0.50701874,0.48345673,0.46654415,0.47757483,0.52372146,0.49329975,0.46942326,0.4672324,0.46959436,0.45901197,0.44883803,0.4404344,0.4391835,0.43535227,0.45690432,0.5165572,0.45394754,0.4569127,0.4549004,0.45429307,0.43796667,0.4136679,0.43076423,0.45506117,0.46881524,0.46881524,0.4688625,0.45066378,0.4522134,0.45296356,0.44302,0.4023536,0.42087856,0.4606376,0.47100583,0.47100583,0.48732635,0.45449904,0.46471727,0.44987497,0.44919485,0.4498687,0.44303694,0.458987,0.4677332,0.47933778,0.47933778,0.49744284,0.4706382,0.4551698,0.44376662,0.46287984,0.46607608,0.4765795,0.48662853,0.5022703,0.5022703,0.5038238,0.52777094,0.47709152,0.49313724,0.5013841,0.5054546,0.5150632,0.5264255,0.55031914,0.5468859,0.5468859,0.5746884,0.6055274,0.50032586,0.5330804,0.5866512,0.5355139,0.55130464,0.5818203,0.6234316,0.6234316,0.607566,0.6208168,0.6127239,0.5186474,0.5447115,0.5679705,0.550776,0.5690522,0.5738043,0.5915676,0.5915676,0.61332184,0.59768647,0.59774035,0.48441315,0.5021813,0.5206153,0.5407829,0.5602008,0.5748097,0.58431274,0.58431274,0.5972402,0.58997095,0.58384985,2019-03-19
