,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,date
265,0.50798565,0.5132528,0.51941884,0.52259713,0.5293528,0.5388222,0.52729,0.51212645,0.5345575,0.5326458,0.50649184,0.5479208,0.54084456,0.53066635,0.5073793,0.5077656,0.50758725,0.49021697,0.52074933,0.50928116,0.48508823,0.49824455,0.55681694,0.52154756,0.4911471,0.47527182,0.47449148,0.4634362,0.4518119,0.4591076,0.46719596,0.4526734,0.45778334,0.5541644,0.48909616,0.47427562,0.46669453,0.45925984,0.4433977,0.40295294,0.4269319,0.45907465,0.47667044,0.47667044,0.49591655,0.480546,0.46311322,0.47031525,0.39851364,0.34510836,0.38366345,0.47009516,0.48064703,0.48064703,0.5070362,0.46817958,0.4798459,0.47288987,0.44576472,0.40281847,0.40537623,0.44781035,0.48276898,0.48920396,0.48920396,0.50914335,0.4865024,0.48009336,0.46731895,0.4461836,0.4633907,0.4780098,0.494818,0.50176334,0.50176334,0.49969217,0.47734952,0.50140065,0.5050051,0.4938482,0.5022159,0.5104075,0.53186554,0.54929876,0.61953837,0.61953837,0.6787131,0.7946147,0.52428186,0.54907674,0.57667863,0.4990741,0.60068965,0.89432114,1.0,1.0,1.0,1.0,1.0,0.5772606,0.59497994,0.56451553,0.69479024,0.7574948,0.7996855,0.8728905,0.8728905,0.9364562,1.0,1.0,0.53519994,0.561797,0.5957202,0.7364364,0.772438,0.78351235,0.7397357,0.7397357,0.8699631,1.0,1.0,2018-01-30
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-06
267,0.41063365,0.41059703,0.40559694,0.4299932,0.3501159,0.13844305,0.055417493,0.026977083,0.027233606,0.033785492,0.03630099,0.60317075,0.5225107,0.3805999,0.37635088,0.22869265,0.08397634,0.02473536,0.012287162,0.013087005,0.013097093,0.017231693,0.6662011,0.51822263,0.3211259,0.2772571,0.1587955,0.055800423,0.028315784,0.020348025,0.011560386,0.011806705,0.007924693,0.6489949,0.5253729,0.29341814,0.222748,0.10095403,0.056689076,0.034889076,0.0035625342,-3.531049e-05,-0.0013858287,-0.0013858287,0.5730005,0.36675465,0.27443796,0.16425641,0.056235254,0.0148775615,-0.002858522,-0.0073323934,-0.0053101215,-0.0053101215,0.000111662746,0.61003125,0.27423903,0.18858925,0.12150009,0.047596432,0.0133384,-0.004560729,-0.006533356,0.0,0.0,0.006525776,0.5635624,0.27953085,0.11950357,0.07440074,0.042742677,0.020362297,0.00533926,0.009733314,0.009733314,0.006743514,0.0085916445,1.0,0.34997407,0.094951764,0.041293312,0.03435238,0.045853477,0.03099724,0.026386991,0.026386991,0.015921593,0.01028941,0.7806338,0.39519268,0.085301846,0.044867974,0.031247098,0.040463604,0.040517025,0.040517025,0.02743587,0.019157758,0.016737625,0.85697895,0.33311352,0.11173835,0.04984451,0.020288456,0.016673334,0.017859291,0.017859291,0.020090709,0.020380422,0.021944258,0.41900375,0.3078498,0.1433893,0.0344217,0.013479687,0.008052567,0.011133214,0.011133214,0.021176508,0.02302097,0.026101906,2018-02-13
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20
269,-0.02577125,-0.02586731,-0.026156,-0.02708657,-0.027050644,-0.026575156,-0.026341103,-0.025564805,-0.026058093,-0.026513048,-0.026572786,-0.026582344,-0.026906641,-0.02671246,-0.026320577,-0.026983187,-0.026031712,-0.026277095,-0.02732442,-0.027107447,-0.0268737,-0.026802018,-0.027210508,-0.026930058,-0.026813362,-0.026722552,-0.026925862,-0.026475113,-0.026417498,-0.027684597,-0.027609998,-0.02746048,-0.02819536,-0.027282415,-0.027508395,-0.027002627,-0.027486416,-0.027463622,-0.02583247,-0.02588618,-0.027853103,-0.026249133,-0.027601955,-0.027601955,-0.028152276,-0.026979543,-0.027322777,-0.02761261,-0.02779185,-0.027719472,-0.026860896,-0.026867492,-0.027058529,-0.027058529,-0.026617013,-0.027932331,-0.02827362,-0.027529415,-0.027864855,-0.027758293,-0.027782599,-0.027567485,-0.026872367,-0.027499221,-0.027499221,-0.027358005,-0.028305724,-0.02752724,-0.028042011,-0.028600702,-0.028543973,-0.028280979,-0.027920378,-0.027850049,-0.027850049,-0.027875287,-0.027887726,-0.027838057,-0.028063484,-0.028412696,-0.028477795,-0.029564733,-0.027937938,-0.027953697,-0.02841162,-0.02841162,-0.027644312,-0.027927734,-0.02955769,-0.029021798,-0.028376602,-0.028442474,-0.028648451,-0.028334234,-0.027175123,-0.027175123,-0.02713518,-0.027505888,-0.027371539,-0.030262163,-0.029216755,-0.028576382,-0.028500546,-0.028184999,-0.027647873,-0.02744795,-0.02744795,-0.027720194,-0.028075067,-0.027944285,-0.029920379,-0.029734703,-0.028061308,-0.029006831,-0.02856161,-0.030111175,-0.029147705,-0.029147705,-0.028652376,-0.028025221,-0.028268319,2018-02-27
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-06
271,0.014779582,0.013567708,0.0147103965,0.013677787,0.010706211,0.009690027,0.0065149483,0.0068586874,0.007974059,0.0038174333,0.0024146885,0.014302855,0.017247189,0.015149063,0.0127353845,0.009615995,0.009003769,0.006778841,0.004823635,0.0050175386,0.0051053483,0.0028288797,0.012225003,0.0154671585,0.015133035,0.010684443,0.0069710957,0.0038852398,0.0034402842,0.003424003,0.0030067393,0.0011242833,0.0069920407,0.008377681,0.010336012,0.011767463,0.010140851,0.00822332,0.0036451984,4.3574924e-05,-0.0026191634,-0.0036517933,-0.0005428044,-0.0005428044,0.0037311644,0.003774771,0.005960941,0.0052719107,-0.00019286154,-0.00014597987,0.00030312923,-0.0012149997,-0.0006644316,-0.0006644316,0.0013142903,0.0061568185,0.005629871,0.002968193,0.0011017089,0.00054307666,0.0006596254,0.00024054907,0.0005486071,0.0010155197,0.0010155197,0.0042630187,0.0054017417,0.006068261,0.0032364675,0.0023748935,0.0015860737,0.00041014684,0.0002582628,0.0014506391,0.0014506391,0.0033478858,0.0053156056,0.0056422087,0.0045113596,0.0023138109,0.0030562077,0.002737638,0.00081995735,-0.00059058267,0.0019962352,0.0019962352,0.0057651796,0.00734827,0.004533075,0.0028595463,0.0020215309,0.0035024735,0.0013974177,0.00036298457,0.000452938,0.000452938,0.006438063,0.0076514296,0.0071408623,0.0046557053,0.0017951565,0.0028851253,0.0034050937,0.0027325358,-0.0009167619,-0.00065049465,-0.00065049465,0.004274701,0.008001936,0.008352467,0.007993812,0.0070956894,0.00468282,0.0043887524,0.00053157384,0.0007322968,-0.0007823445,-0.0007823445,0.0019543027,0.008454868,0.012082794,2018-03-13
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-20
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-27
274,0.016100306,0.01691138,0.022052173,0.0236757,0.02247391,0.022365509,0.0232334,0.026227476,0.026140485,0.024600826,0.021806298,0.019490216,0.0155046005,0.018217202,0.022068,0.020804007,0.019758098,0.02167046,0.022162791,0.02311581,0.02160473,0.019766476,0.024579545,0.017790115,0.019205568,0.022121325,0.021239482,0.020674083,0.021320367,0.020306448,0.01833734,0.017812634,0.01888364,0.025474353,0.018634787,0.018400831,0.020552484,0.018113244,0.015242015,0.019392379,0.018732425,0.01911973,0.01617951,0.01617951,0.024220115,0.018685594,0.01859237,0.017560134,0.020514779,0.020074189,0.020576814,0.02082978,0.020301139,0.020301139,0.020570068,0.024432193,0.019485887,0.020171573,0.021376984,0.023868272,0.02300429,0.023550173,0.024110155,0.024358857,0.024358857,0.022624351,0.019899232,0.02305847,0.021748831,0.023939239,0.026266718,0.028916689,0.02839655,0.029637933,0.029637933,0.028882895,0.026635591,0.019462284,0.022585817,0.02136956,0.024549646,0.028373271,0.033406265,0.035683583,0.037163235,0.037163235,0.036962237,0.03644564,0.020594932,0.022920951,0.027027953,0.029208343,0.03296447,0.038170088,0.041177493,0.041177493,0.041633494,0.04290853,0.04408116,0.021613473,0.02576719,0.029632488,0.033272047,0.040325105,0.045101658,0.04689414,0.04689414,0.04623266,0.04517588,0.050004426,0.026750807,0.030379917,0.036035545,0.04081949,0.046064317,0.044813734,0.049003575,0.049003575,0.051448695,0.052699897,0.05382915,2018-04-03
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-10
276,0.73911375,0.737479,0.76337975,0.7374464,0.7061514,0.7170054,0.7258503,0.71397096,0.70170516,0.6765341,0.6933266,0.7158078,0.71019816,0.69386554,0.67750007,0.6396927,0.6330868,0.6309056,0.64651257,0.6115685,0.6134307,0.6646757,0.63027906,0.58475566,0.56592697,0.5547133,0.570735,0.5689155,0.5557399,0.563165,0.57230735,0.6340982,0.65594774,0.57714623,0.5414813,0.53640884,0.5487586,0.5731701,0.55450743,0.48995283,0.59415257,0.65091234,0.6596015,0.6596015,0.54781884,0.55740476,0.5390085,0.5824324,0.57474905,0.4711314,0.53751993,0.6637521,0.67925835,0.67925835,0.70202947,0.5425753,0.63119066,0.6452433,0.5813831,0.54697835,0.59911674,0.6789878,0.6774697,0.66681546,0.66681546,0.69937086,0.6260523,0.66320163,0.6332929,0.5668738,0.619295,0.7001882,0.7357426,0.6876065,0.6876065,0.6855087,0.72196347,0.66873544,0.6925874,0.6495567,0.652083,0.6930634,0.74912965,0.75197774,0.74896234,0.74896234,0.7488252,0.75487304,0.7077667,0.7318158,0.72070223,0.7082065,0.75843483,0.7724944,0.76862115,0.76862115,0.78596926,0.78028196,0.7489917,0.72997147,0.75092137,0.7547633,0.7612156,0.77197117,0.7587838,0.7666257,0.7666257,0.7753562,0.770616,0.75509393,0.70165604,0.7082902,0.73131746,0.76888764,0.76398736,0.75397253,0.748817,0.748817,0.7481625,0.7444853,0.7423159,2018-04-17
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-24
278,-0.013145726,-0.012539076,-0.012653345,-0.012765763,-0.012378602,-0.011882928,-0.011629819,-0.010654858,-0.009856235,-0.010450854,-0.010110844,-0.013384029,-0.013296275,-0.013586774,-0.01328615,-0.012875772,-0.012156449,-0.011046616,-0.010151355,-0.009558257,-0.009804484,-0.010627176,-0.013900327,-0.014308087,-0.013788871,-0.013790796,-0.012890928,-0.012397152,-0.011196163,-0.010420952,-0.009921421,-0.010585773,-0.010102011,-0.014084406,-0.014027415,-0.014710753,-0.014944652,-0.013540592,-0.012202179,-0.01143511,-0.011213174,-0.010163205,-0.009802056,-0.009802056,-0.013190787,-0.013627194,-0.013141248,-0.0137705235,-0.01293653,-0.01345547,-0.013107046,-0.0116315195,-0.010849241,-0.010849241,-0.0097109275,-0.013001383,-0.013303278,-0.013323167,-0.012670741,-0.012922157,-0.012941028,-0.012789194,-0.011520011,-0.010507945,-0.010507945,-0.010084628,-0.0140759805,-0.013850207,-0.013438699,-0.013454875,-0.012490858,-0.0118932845,-0.011759983,-0.010731527,-0.010731527,-0.010489017,-0.00973723,-0.014807797,-0.014975074,-0.013661757,-0.0139146,-0.013467021,-0.011247399,-0.010438248,-0.010160108,-0.010160108,-0.010507657,-0.010302265,-0.013997949,-0.0139329,-0.013706204,-0.012922551,-0.012938965,-0.011339273,-0.010390651,-0.010390651,-0.009894042,-0.010042938,-0.0102191465,-0.012385779,-0.011680366,-0.011798355,-0.0119861355,-0.011857311,-0.010769207,-0.0106246965,-0.0106246965,-0.009904972,-0.009630444,-0.01031053,-0.01070747,-0.0104175415,-0.010844984,-0.010872593,-0.011645067,-0.010941346,-0.0104249185,-0.0104249185,-0.00929467,-0.009563612,-0.0094775865,2018-05-01
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-08
280,0.007818104,0.0063185724,0.01448598,0.02264094,0.019470895,0.018925449,0.02933726,0.009773913,-0.0006149561,-0.005562581,-0.00027509892,0.00458102,0.0073754033,0.010123442,0.011422342,0.018574517,0.02219322,0.030937802,0.025421206,0.016275104,0.007288658,0.0031328131,0.009351417,0.0014310023,0.0014137537,0.003267854,0.0035036094,0.0079958625,0.01949013,0.030787125,0.023155337,0.020090187,0.009397539,-0.0038289793,-0.0043795193,-0.0060293246,-0.005709398,-0.00040907608,0.004042157,0.0064911754,0.010624727,0.010217939,0.007194434,0.007194434,-0.0014711224,0.0024022427,-0.0027165574,0.0004923499,0.0022154406,0.0053240256,0.005808513,0.007829611,0.011292126,0.011292126,0.008285911,-0.0023582585,0.0010154094,0.0061624083,0.007955381,0.0051023187,0.003903667,0.0033350645,0.0040676855,0.0098828,0.0098828,0.011875316,0.007874242,0.0054950267,0.0057751145,0.0074191424,0.0033597508,0.0010173053,0.005317069,0.0018869843,0.0018869843,0.0031063193,0.009084849,0.005136027,-0.0016928496,-0.004213066,-0.0015726876,0.004443222,0.002382312,0.0062324135,0.005488877,0.005488877,0.0011756765,0.00013209367,-0.0062301797,-0.0014905062,-0.0039373552,-0.010467271,1.497256e-05,0.00030880337,-0.0042555514,-0.0042555514,0.0007474972,0.0048167068,0.0035879356,0.00043696933,-0.00036766884,0.00056386366,-0.0027073938,-0.0049806186,-0.0042464943,-0.003934921,-0.003934921,0.0008443046,0.0056891977,0.007333229,0.00074881135,-0.0005112701,0.0031484647,0.0060442397,-0.004162728,0.0006989438,0.0025519019,0.0025519019,0.00071588584,0.0035332511,-0.0033988748,2018-05-15
281,0.007818104,0.0063185724,0.01448598,0.02264094,0.019470895,0.018925449,0.02933726,0.009773913,-0.0006149561,-0.005562581,-0.00027509892,0.00458102,0.0073754033,0.010123442,0.011422342,0.018574517,0.02219322,0.030937802,0.025421206,0.016275104,0.007288658,0.0031328131,0.009351417,0.0014310023,0.0014137537,0.003267854,0.0035036094,0.0079958625,0.01949013,0.030787125,0.023155337,0.020090187,0.009397539,-0.0038289793,-0.0043795193,-0.0060293246,-0.005709398,-0.00040907608,0.004042157,0.0064911754,0.010624727,0.010217939,0.007194434,0.007194434,-0.0014711224,0.0024022427,-0.0027165574,0.0004923499,0.0022154406,0.0053240256,0.005808513,0.007829611,0.011292126,0.011292126,0.008285911,-0.0023582585,0.0010154094,0.0061624083,0.007955381,0.0051023187,0.003903667,0.0033350645,0.0040676855,0.0098828,0.0098828,0.011875316,0.007874242,0.0054950267,0.0057751145,0.0074191424,0.0033597508,0.0010173053,0.005317069,0.0018869843,0.0018869843,0.0031063193,0.009084849,0.005136027,-0.0016928496,-0.004213066,-0.0015726876,0.004443222,0.002382312,0.0062324135,0.005488877,0.005488877,0.0011756765,0.00013209367,-0.0062301797,-0.0014905062,-0.0039373552,-0.010467271,1.497256e-05,0.00030880337,-0.0042555514,-0.0042555514,0.0007474972,0.0048167068,0.0035879356,0.00043696933,-0.00036766884,0.00056386366,-0.0027073938,-0.0049806186,-0.0042464943,-0.003934921,-0.003934921,0.0008443046,0.0056891977,0.007333229,0.00074881135,-0.0005112701,0.0031484647,0.0060442397,-0.004162728,0.0006989438,0.0025519019,0.0025519019,0.00071588584,0.0035332511,-0.0033988748,2018-05-22
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-29
283,0.031680167,0.034955207,0.03421685,0.030454062,0.026229002,0.027229495,0.034323495,0.033469945,0.033976078,0.048951086,0.04976098,0.030962575,0.03535562,0.03863259,0.043839205,0.0414946,0.033973765,0.03769458,0.041080866,0.040245064,0.05230319,0.06777688,0.029708534,0.028530892,0.03234008,0.03226288,0.03011007,0.032245994,0.044134997,0.045289956,0.045661636,0.051161245,0.04041553,0.031971775,0.029141517,0.03347033,0.0340857,0.026379108,0.035799086,0.046702698,0.03305555,0.03045987,0.035776176,0.035776176,0.030783521,0.034732662,0.04238163,0.0495133,0.0668024,0.04170571,0.027534097,0.024773287,0.022427943,0.022427943,0.026925575,0.030678282,0.029266432,0.027643867,0.036189128,0.049649525,0.042542513,0.03119219,0.02502274,0.02510612,0.02510612,0.027287314,0.027986009,0.025684454,0.025052775,0.025208548,0.03497796,0.032876156,0.029775359,0.03192706,0.03192706,0.027433159,0.02543908,0.02955006,0.0205482,0.023602614,0.025219595,0.034344573,0.038670402,0.030406825,0.032322012,0.032322012,0.034687083,0.035405867,0.034936525,0.02659668,0.024485512,0.02446351,0.03327381,0.041229352,0.0435324,0.0435324,0.0473837,0.053693112,0.051885556,0.024384039,0.020035164,0.021622537,0.029382221,0.046291146,0.07724141,0.06522185,0.06522185,0.062439404,0.06255471,0.05709739,0.024723366,0.022240244,0.028103907,0.04749279,0.07839178,0.0852994,0.07027316,0.07027316,0.050293658,0.068247065,0.058173873,2018-06-05
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-12
285,0.87239367,0.8629388,0.8663388,0.88108283,0.88854367,0.8966714,0.8977465,0.8973977,0.89746207,0.89794326,0.8981298,0.87128425,0.8815497,0.87982786,0.8906732,0.8937345,0.8924525,0.8883352,0.8817018,0.8875425,0.89119864,0.8987802,0.8697168,0.8714309,0.89078796,0.8944439,0.89778876,0.8931282,0.87771857,0.8679549,0.868182,0.8895989,0.89306134,0.8372378,0.86879635,0.892845,0.8951639,0.8951511,0.8820983,0.8312884,0.8655208,0.9055508,0.8970673,0.8970673,0.8691059,0.889569,0.88862664,0.89127356,0.8526749,0.8156356,0.8345652,0.8950339,0.90043926,0.90043926,0.90313375,0.88740563,0.895757,0.89403594,0.8686188,0.8428425,0.8644959,0.88699734,0.8955407,0.89745724,0.89745724,0.8977042,0.89518845,0.8943375,0.8911657,0.8409442,0.8590967,0.88633955,0.8915626,0.8901087,0.8901087,0.88992554,0.8857896,0.89083725,0.8800974,0.87906015,0.85728097,0.87237173,0.88200486,0.8844673,0.8882737,0.8882737,0.88698894,0.8780991,0.8750782,0.8768957,0.8760103,0.87906855,0.8684073,0.8616838,0.863136,0.863136,0.87162924,0.87185496,0.8785693,0.8678405,0.87125653,0.8790586,0.88239616,0.8598592,0.8417768,0.85402846,0.85402846,0.8612866,0.8602937,0.87192756,0.8653008,0.87710714,0.87844443,0.8659576,0.8523046,0.8478118,0.8490532,0.8490532,0.85369146,0.855416,0.8653215,2018-06-19
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-26
287,0.8625283,0.84889144,0.85190576,0.8636057,0.8744516,0.88300556,0.88158166,0.8781398,0.8778141,0.881586,0.8838848,0.85928506,0.8687859,0.8712155,0.8780563,0.88246447,0.873379,0.85985017,0.8638602,0.8680109,0.87714034,0.88470757,0.8395792,0.8636246,0.8789327,0.8832727,0.88558435,0.88146895,0.8612426,0.83804715,0.8530621,0.87509096,0.87708306,0.80344033,0.86826247,0.88352627,0.88597655,0.8817812,0.8694982,0.79967237,0.85077834,0.8928578,0.8864136,0.8864136,0.84964186,0.88308626,0.8759839,0.8774537,0.8191121,0.79267293,0.826159,0.880438,0.889291,0.889291,0.8917278,0.87505496,0.88554424,0.88567555,0.846592,0.8150738,0.8502359,0.8707821,0.88163924,0.8842111,0.8842111,0.8824601,0.8865255,0.8817117,0.8782803,0.8181471,0.836139,0.87601113,0.8779357,0.8781409,0.8781409,0.88070714,0.8736932,0.8762752,0.86753935,0.862417,0.8361825,0.8515114,0.8689656,0.8781131,0.87645715,0.87645715,0.87715816,0.8613148,0.860644,0.86411124,0.8674404,0.8637982,0.8591231,0.85802805,0.8581809,0.8581809,0.87015057,0.8677566,0.8692343,0.8599948,0.8619115,0.8694017,0.8651334,0.84830964,0.8317398,0.8462202,0.8462202,0.8546667,0.8555825,0.8603121,0.8446896,0.86713696,0.8675145,0.8569681,0.8417719,0.8388583,0.8373331,0.8373331,0.8450213,0.84388244,0.84749454,2018-07-03
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-10
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-17
290,0.8516452,0.8445179,0.84741855,0.85662585,0.8628503,0.86632556,0.8649763,0.8602336,0.86152995,0.86757207,0.871475,0.84209406,0.86102897,0.8582101,0.86729974,0.87011594,0.86284506,0.8509876,0.8475124,0.8566559,0.86419535,0.875876,0.82823277,0.8559888,0.87042177,0.87292475,0.8734952,0.8666926,0.8458588,0.8321956,0.8425994,0.86421174,0.86732715,0.81576365,0.8565264,0.8733163,0.87100035,0.87243944,0.855182,0.8060106,0.8281392,0.88031226,0.87270397,0.87270397,0.8503146,0.86773545,0.8664287,0.8654057,0.7973472,0.77678597,0.8246745,0.866808,0.87841064,0.87841064,0.8789275,0.86467844,0.87198955,0.8683629,0.84763205,0.7850421,0.83638155,0.8670774,0.86782557,0.8710165,0.8710165,0.87095314,0.8654686,0.86647815,0.8582226,0.819939,0.8009752,0.86080503,0.8643152,0.8688231,0.8688231,0.86602163,0.8617762,0.85674214,0.8526683,0.8433555,0.8207403,0.839842,0.86130357,0.8599396,0.8729554,0.8729554,0.86437607,0.8523932,0.83982843,0.84623164,0.84466046,0.8495964,0.8412391,0.8394714,0.8398145,0.8398145,0.8550952,0.85686564,0.8599545,0.83110946,0.8485452,0.8511259,0.85538864,0.83508396,0.81641126,0.8257809,0.8257809,0.8476493,0.849121,0.8516361,0.8287781,0.85019565,0.84921587,0.83743036,0.8270658,0.8214865,0.825767,0.825767,0.8334363,0.8363877,0.84000146,2018-07-24
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-31
292,0.69261634,0.69926906,0.7018209,0.7057184,0.71675986,0.72142655,0.71675336,0.712759,0.71127784,0.7242869,0.7290358,0.68737805,0.71588296,0.70652515,0.72457665,0.7316087,0.733531,0.72049093,0.70906764,0.71904755,0.7289515,0.73247045,0.7029237,0.70901746,0.727476,0.7305008,0.7386483,0.7388514,0.7220604,0.718361,0.7153417,0.7296774,0.73480535,0.704728,0.7166741,0.7276409,0.72928697,0.7304436,0.72363955,0.6910576,0.70802885,0.74313265,0.7314162,0.7314162,0.72516316,0.72612417,0.7208801,0.72240335,0.68458015,0.66819334,0.6805921,0.72143495,0.7326201,0.7326201,0.7288058,0.72414243,0.722956,0.72350836,0.6979908,0.67939544,0.6962413,0.7122137,0.7204013,0.7238476,0.7238476,0.7224618,0.72923183,0.7201688,0.7177644,0.67288643,0.6901243,0.7057219,0.7063419,0.7149506,0.7149506,0.7180624,0.70731467,0.7261015,0.71107334,0.7075434,0.6777131,0.6996111,0.70307827,0.70734286,0.72034377,0.72034377,0.6952314,0.6901351,0.7164845,0.71115553,0.7028762,0.6962326,0.6903408,0.68716913,0.6890893,0.6890893,0.6957553,0.6890103,0.69544035,0.70489895,0.70967233,0.70564914,0.6914701,0.6768654,0.67757803,0.68645597,0.68645597,0.6921745,0.69122696,0.6982398,0.6894229,0.7109326,0.7083534,0.6879491,0.6840148,0.6863061,0.68105805,0.68105805,0.6840692,0.6891909,0.6950015,2018-08-07
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-14
294,-0.006170727,-0.004853974,-0.0019623796,-0.0029138706,-0.0027480642,-0.0022666524,-0.0012956463,0.00087122334,0.0019618613,0.002447325,0.002181373,-0.00548103,-0.0054474548,-0.003388179,-0.002535722,-0.0018043208,-0.0019145343,-0.0008757777,0.00041901783,0.00091990514,0.001267418,-0.00030911007,-0.0055514905,-0.0054964162,-0.004583633,-0.002245258,-0.0017746284,-0.0012663212,-0.0005172084,0.00016547673,-0.0014902304,-0.0028856783,-0.004491986,-0.0054897903,-0.004517598,-0.0025798704,-0.0024383646,-0.002328733,-0.002609517,-0.0024742915,-0.0043043788,-0.006048412,-0.0066677053,-0.0066677053,-0.0063137547,-0.005089259,-0.004036066,-0.0037850398,-0.0043967622,-0.004134617,-0.0059422497,-0.0074910996,-0.0089742355,-0.0089742355,-0.009997302,-0.0063407533,-0.0062580323,-0.0062192585,-0.006310718,-0.0057403836,-0.0052750804,-0.0067170877,-0.008942313,-0.010158103,-0.010158103,-0.011329198,-0.0077717197,-0.006233707,-0.00678145,-0.007929151,-0.0073573063,-0.007013414,-0.008599613,-0.010059477,-0.010059477,-0.011689529,-0.012001323,-0.009476692,-0.008961464,-0.008057499,-0.009562682,-0.009412615,-0.008000662,-0.009444475,-0.010407138,-0.010407138,-0.011408305,-0.012944958,-0.01037495,-0.010342743,-0.009284052,-0.011387607,-0.011945374,-0.011313936,-0.012350887,-0.012350887,-0.013088055,-0.013548146,-0.013536624,-0.011679043,-0.01066255,-0.011068704,-0.0124655925,-0.0145226335,-0.013633491,-0.014087896,-0.014087896,-0.015422549,-0.015103033,-0.015297447,-0.013704327,-0.012656989,-0.012711044,-0.01313419,-0.015296544,-0.015198855,-0.01553491,-0.01553491,-0.015706014,-0.015081082,-0.016216436,2018-08-21
